WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO
25/5-3,2055.1871897,479087.75,6605454.5,-2033.076172,ROGALAND GP.,Sele Fm.,12.343799591,,0.9438383579,0.8205251098,2.3325138092,66.499725342,,,4.4767212868,117.8690033,-0.318474829,12.250000954,,,,0.0062205335,,,,
25/5-3,2055.3391897,479087.75,6605454.5,-2033.228271,ROGALAND GP.,Sele Fm.,12.343799591,,0.8642958999,0.8117917776,2.3039793968,68.137481689,,,5.0291342735,124.07244873,-0.279461026,12.250000954,,,,0.0041096709,,,,
25/5-3,2055.4911897,479087.75,6605454.5,-2033.380249,ROGALAND GP.,Sele Fm.,12.343799591,,0.922837615,0.7881202698,2.3037161827,69.680862427,,,5.4116625786,128.03100586,-0.33213523,12.250000954,,,,0.0060980981,,,,
25/5-3,2055.6431897,479087.75,6605454.5,-2033.532227,ROGALAND GP.,Sele Fm.,12.343799591,,1.0449513197,0.7611521482,2.3092806339,68.959266663,,,5.1230769157,128.37019348,-0.465651959,12.250000954,,,,0.0044804527,,,,
25/5-3,2055.7951897,479087.75,6605454.5,-2033.684204,ROGALAND GP.,Sele Fm.,12.343799591,,1.0713814497,0.7425064445,2.3145141602,71.46522522,,,4.8506999016,128.19137573,-0.626620829,12.250000954,,,,0.0016298387,,,,
25/5-3,2055.9471897,479087.75,6605454.5,-2033.836182,ROGALAND GP.,Sele Fm.,12.343799591,,0.9868898988,0.7352885604,2.3252358437,76.234428406,,,4.5505180359,128.57897949,-0.745973706,12.250000954,,,,0.0015648999,,,,
25/5-3,2056.0991897,479087.75,6605454.5,-2033.988281,ROGALAND GP.,Sele Fm.,12.343799591,,0.9360255599,0.7321621776,2.3212919235,82.665161133,,,4.2617926598,129.16601563,-0.771795571,12.250000954,,,,0.0006051071,,,,
25/5-3,2056.2511897,479087.75,6605454.5,-2034.140259,ROGALAND GP.,Sele Fm.,12.343799591,,0.952152133,0.7260509729,2.3237450123,84.518928528,,,4.2836952209,129.48562622,-0.691949129,12.250000954,,,,0.0026302882,,,,
25/5-3,2056.4031897,479087.75,6605454.5,-2034.292236,ROGALAND GP.,Sele Fm.,12.343799591,,0.976770401,0.7139203548,2.3207783699,82.769927979,,,4.189291954,128.34313965,-0.536072671,12.250000954,,,,0.0003168606,,,,
25/5-3,2056.5551897,479087.75,6605454.5,-2034.444092,ROGALAND GP.,Sele Fm.,12.343799591,,0.9697380662,0.703568399,2.3192772865,80.536941528,,,4.5646781921,126.9910965,-0.360856503,12.250000954,,,,-0.000159107,,,,
25/5-3,2056.7071897,479087.75,6605454.5,-2034.596069,ROGALAND GP.,Sele Fm.,12.343799591,,0.9362820983,0.7001731992,2.3176286221,80.743644714,,,4.7584691048,126.95278931,-0.225907296,12.250000954,,,,0.0004619428,,,,
25/5-3,2056.8591897,479087.75,6605454.5,-2034.748047,ROGALAND GP.,Sele Fm.,12.343799591,,0.8988317847,0.70113343,2.3118681908,83.207374573,,,4.964799881,127.24850464,-0.169841528,12.250000954,,,,0.0031031319,,,,
25/5-3,2057.0111897,479087.75,6605454.5,-2034.900146,ROGALAND GP.,Sele Fm.,12.341769218,,0.9014201164,0.7108115554,2.3096420765,84.202667236,,,4.9256463051,126.95066071,-0.205897927,12.250000954,,,,0.0049836007,,,,
25/5-3,2057.1631897,479087.75,6605454.5,-2035.052124,ROGALAND GP.,Sele Fm.,12.328100204,,0.9149982929,0.7283016443,2.3000850677,87.619186401,,,4.6183834076,126.8864975,-0.325737149,12.250000954,,,,0.0040366147,,,,
25/5-3,2057.3151897,479087.75,6605454.5,-2035.204102,ROGALAND GP.,Sele Fm.,12.330038071,,0.9334914088,0.7492758036,2.2977554798,90.040931702,,,4.3045020103,127.26371765,-0.496899277,12.250000954,,,,0.0024926986,,,,
25/5-3,2057.4671897,479087.75,6605454.5,-2035.356079,ROGALAND GP.,Sele Fm.,12.343799591,,0.9723159075,0.7727170587,2.3029601574,88.636497498,,,4.1206755638,127.86299896,-0.677453816,12.250000954,,,,-0.000811972,,,,
25/5-3,2057.6191897,479087.75,6605454.5,-2035.508057,ROGALAND GP.,Sele Fm.,12.343799591,,1.0217808485,0.7975087166,2.3113875389,85.606735229,,,4.0135793686,126.23308563,-0.843550563,12.250000954,,,,-0.004559818,,,,
25/5-3,2057.7711897,479087.75,6605454.5,-2035.660156,ROGALAND GP.,Sele Fm.,12.343799591,,1.0580621958,0.8217002153,2.3057317734,82.90322113,,,4.0895123482,124.24864197,-0.995215654,12.250000954,,,,-0.010107958,,,,
25/5-3,2057.9231897,479087.75,6605454.5,-2035.812134,ROGALAND GP.,Sele Fm.,12.343799591,,1.090688467,0.8432340622,2.3018622398,84.386253357,,,4.1136693954,123.53230286,-1.14226234,12.250000954,,,,-0.009118008,,,,
25/5-3,2058.0751897,479087.75,6605454.5,-2035.964111,ROGALAND GP.,Sele Fm.,12.347248077,,1.1203190088,0.85586375,2.2933573723,82.177856445,,,4.0988116264,122.82363129,-1.292760372,12.250000954,,,,-0.006756298,,,,
25/5-3,2058.2271897,479087.78125,6605454.5,-2036.116089,ROGALAND GP.,Sele Fm.,12.371626854,,1.121343255,0.860994637,2.2909567356,75.400337219,,,4.2736811638,122.58732605,-1.444943786,12.250000954,,,,-0.005329724,,,,
25/5-3,2058.3791897,479087.78125,6605454.5,-2036.268066,ROGALAND GP.,Sele Fm.,12.343799591,,1.0825808048,0.8657955527,2.2920203209,74.186500549,,,4.8839821815,122.76020813,-1.582929611,12.250000954,,,,-0.003162655,,,,
25/5-3,2058.5311897,479087.78125,6605454.5,-2036.420166,ROGALAND GP.,Sele Fm.,12.340601921,,1.0276070833,0.8634287715,2.2737851143,76.105659485,,,5.0621418953,122.50662994,-1.681392789,12.250000954,,,,-0.00411889,,,,
25/5-3,2058.6831897,479087.78125,6605454.5,-2036.572144,ROGALAND GP.,Sele Fm.,12.315627098,,1.0121343136,0.84828192,2.2548701763,83.562553406,,,4.7232952118,122.61832428,-1.712705493,12.250000954,,,,-0.0081397,,,,
25/5-3,2058.8351897,479087.78125,6605454.5,-2036.724121,ROGALAND GP.,Sele Fm.,12.343799591,,1.0703049898,0.8257414103,2.2538433075,82.682617188,,,4.1667494774,122.76940918,-1.661009669,12.250000954,,,,-0.011092579,,,,
25/5-3,2058.9871897,479087.78125,6605454.5,-2036.876099,ROGALAND GP.,Sele Fm.,12.343799591,,1.0698473454,0.8004617691,2.2739810944,79.452354431,,,4.2157416344,122.52607727,-1.535187244,12.250000954,,,,-0.009861884,,,,
25/5-3,2059.1391897,479087.78125,6605454.5,-2037.027954,ROGALAND GP.,Sele Fm.,12.345227242,,1.0426117182,0.784945786,2.2947824001,76.693656921,,,4.4617486,122.14666748,-1.356293678,12.250000954,,,,-0.007755618,,,,
25/5-3,2059.2911897,479087.78125,6605454.5,-2037.179932,ROGALAND GP.,Sele Fm.,12.358006477,,0.9910375476,0.7862839103,2.2965731621,77.369422913,,,4.5977416039,122.42478943,-1.137974858,12.250000954,,,,-0.009076791,,,,
25/5-3,2059.4431897,479087.78125,6605454.5,-2037.332031,ROGALAND GP.,Sele Fm.,12.343799591,,0.9595128298,0.7967011333,2.3065087795,77.241790771,,,4.7376365662,123.27470398,-0.890206218,12.250000954,,,,-0.0068,,,,
25/5-3,2059.5951897,479087.78125,6605454.5,-2037.484009,ROGALAND GP.,Sele Fm.,12.343799591,,0.9559583068,0.8127880096,2.3058722019,76.515869141,,,4.9630708694,123.83447266,-0.640116513,12.250000954,,,,-0.006385288,,,,
25/5-3,2059.7471897,479087.78125,6605454.5,-2037.635986,ROGALAND GP.,Sele Fm.,12.342848778,,0.9569451213,0.8284877539,2.2989387512,76.753242493,,,5.3171477318,122.97058105,-0.432204962,12.250000954,,,,-0.001794815,,,,
25/5-3,2059.8991897,479087.78125,6605454.5,-2037.787964,ROGALAND GP.,Sele Fm.,12.331125259,,1.0481579304,0.8369922042,2.3129351139,77.51474762,,,6.2012805939,119.12754059,-0.301742852,12.250000954,,,,-0.000175261,,,,
25/5-3,2060.0511897,479087.78125,6605454.5,-2037.939941,ROGALAND GP.,Sele Fm.,12.322095871,,1.2117209435,0.8465744853,2.3561332226,77.945343018,,,6.6512556076,114.09806061,-0.257457793,12.250000954,,,,0.0056098299,,,,
25/5-3,2060.2031897,479087.78125,6605454.5,-2038.092041,ROGALAND GP.,Sele Fm.,12.343799591,,1.2748908997,0.8663246632,2.4067661762,81.923027039,,,6.779633522,111.35569763,-0.286699831,12.250000954,,,,0.0160292033,,,,
25/5-3,2060.3551897,479087.78125,6605454.5,-2038.244019,ROGALAND GP.,Sele Fm.,12.33995533,,1.1633042097,0.8922063112,2.4119653702,93.289306641,,,6.1444878578,112.82139587,-0.363156587,12.250000954,,,,0.0230355114,,,,
25/5-3,2060.5071897,479087.78125,6605454.5,-2038.395996,ROGALAND GP.,Sele Fm.,12.28821373,,1.0790809393,0.9171952605,2.3684864044,101.35629272,,,5.8143296242,114.43045807,-0.455429286,12.250000954,,,,0.0115387756,,,,
25/5-3,2060.6591897,479087.78125,6605454.5,-2038.547974,ROGALAND GP.,Sele Fm.,12.275210381,,1.0887658596,0.9318119884,2.3408737183,102.62340546,,,5.5294895172,116.3070755,-0.538644195,12.250000954,,,,0.0107460404,,,,
25/5-3,2060.8111897,479087.78125,6605454.5,-2038.699829,ROGALAND GP.,Sele Fm.,12.262206078,,1.1557948589,0.9258300066,2.3403539658,100.09628296,,,5.6827101707,117.56987762,-0.610589623,12.250000954,,,,0.0110760769,,,,
25/5-3,2060.9631897,479087.8125,6605454.5,-2038.851807,ROGALAND GP.,Sele Fm.,12.254303932,,1.2076501846,0.9188266397,2.3374783993,102.52159882,,,5.8236804008,117.46691895,-0.697808146,12.250000954,,,,0.0061287521,,,,
25/5-3,2061.1151897,479087.8125,6605454.5,-2039.003906,ROGALAND GP.,Sele Fm.,12.324388504,,1.1882550716,0.9176598191,2.3259408474,103.70487976,,,5.5069708824,117.17102814,-0.831431091,12.250000954,,,,0.0032761439,,,,
25/5-3,2061.2671897,479087.8125,6605454.5,-2039.155884,ROGALAND GP.,Sele Fm.,12.38973999,,1.1613811255,0.916950345,2.3187527657,101.74105072,,,5.3967962265,117.11843109,-1.020605087,12.250000954,,,,-0.000444114,,,,
25/5-3,2061.4191897,479087.8125,6605454.5,-2039.307861,ROGALAND GP.,Sele Fm.,12.372519493,,1.193888545,0.9161423445,2.3260428905,98.153541565,,,4.8279051781,116.77893066,-1.249534011,12.250000954,,,,-0.000956723,,,,
25/5-3,2061.5711897,479087.8125,6605454.5,-2039.459839,ROGALAND GP.,Sele Fm.,12.328893661,,1.2276499271,0.9170617461,2.3485982418,94.05796814,,,4.738919735,117.29199219,-1.487665296,12.250000954,,,,0.0034151648,,,,
25/5-3,2061.7231897,479087.8125,6605454.5,-2039.611816,ROGALAND GP.,Sele Fm.,12.343799591,,1.190500617,0.9205583334,2.3542513847,91.449607849,,,4.4643425941,118.34566498,-1.699509978,12.250000954,,,,0.0036345208,,,,
25/5-3,2061.8751897,479087.8125,6605454.5,-2039.763916,ROGALAND GP.,Sele Fm.,12.343799591,,1.1411905289,0.9304608703,2.3554246426,87.816574097,,,4.6879205704,119.01371765,-1.847684264,12.250000954,,,,0.0023133543,,,,
25/5-3,2062.0271897,479087.8125,6605454.5,-2039.915894,ROGALAND GP.,Sele Fm.,12.343799591,,1.1335114241,0.9428423047,2.3579604626,86.636451721,,,4.603635788,119.29976654,-1.911778688,12.250000954,,,,0.0025070324,,,,
25/5-3,2062.1791897,479087.8125,6605454.5,-2040.067871,ROGALAND GP.,Sele Fm.,12.343799591,,1.1597144604,0.9508116841,2.3545484543,88.357429504,,,4.3761973381,119.03361511,-1.902457833,12.250000954,,,,0.0002362558,,,,
25/5-3,2062.3311897,479087.8125,6605454.5,-2040.219727,ROGALAND GP.,Sele Fm.,12.343799591,,1.1846818924,0.9560518265,2.3486771584,89.609176636,,,4.220246315,118.59242249,-1.843467593,12.250000954,,,,-0.003739757,,,,
25/5-3,2062.4831897,479087.8125,6605454.5,-2040.371704,ROGALAND GP.,Sele Fm.,12.343799591,,1.200450778,0.9602660537,2.3535220623,94.051956177,,,4.3684859276,118.54424286,-1.753711939,12.250000954,,,,-0.004837275,,,,
25/5-3,2062.6351897,479087.8125,6605454.5,-2040.523682,ROGALAND GP.,Sele Fm.,12.343799591,,1.2073786259,0.9651992321,2.356803894,90.191452026,,,4.5189161301,119.21905518,-1.642609119,12.250000954,,,,-0.005836741,,,,
25/5-3,2062.7871897,479087.8125,6605454.5,-2040.675781,ROGALAND GP.,Sele Fm.,12.343799591,,1.1995573044,0.9713411331,2.3503918648,90.110557556,,,4.620762825,119.81374359,-1.515954971,12.250000954,,,,-0.003920561,,,,
25/5-3,2062.9391897,479087.8125,6605454.5,-2040.827759,ROGALAND GP.,Sele Fm.,12.343799591,,1.1644610167,0.9725077748,2.3364288807,83.452728271,,,4.606842041,119.52020264,-1.382665873,12.250000954,,,,-0.004648732,,,,
25/5-3,2063.0911897,479087.8125,6605454.5,-2040.979736,ROGALAND GP.,Sele Fm.,12.343799591,,1.1414232254,0.9652372003,2.3193836212,83.87789917,,,4.5096769333,119.59226227,-1.256542444,12.250000954,,,,-0.006432561,,,,
25/5-3,2063.2431897,479087.8125,6605454.5,-2041.131714,ROGALAND GP.,Sele Fm.,12.343799591,,1.1382083893,0.9495610595,2.3144812584,78.847129822,,,4.4224467278,120.79454041,-1.153197408,12.250000954,,,,-0.0078021,,,,
25/5-3,2063.3951897,479087.8125,6605454.5,-2041.283691,ROGALAND GP.,Sele Fm.,12.343799591,,1.1383450031,0.9287925363,2.3135869503,83.433578491,,,4.26567173,121.22060394,-1.081391692,12.250000954,,,,-0.00793749,,,,
25/5-3,2063.5471897,479087.84375,6605454.5,-2041.435791,ROGALAND GP.,Sele Fm.,12.343799591,,1.1245752573,0.9125320911,2.3130104542,86.546302795,,,4.2687659264,121.05497742,-1.034277678,12.250000954,,,,-0.009883538,,,,
25/5-3,2063.6991897,479087.84375,6605454.5,-2041.587769,ROGALAND GP.,Sele Fm.,12.343799591,,1.0989146233,0.9023913741,2.3196747303,89.22882843,,,4.2220368385,120.97929382,-1.001729727,12.250000954,,,,-0.008876003,,,,
25/5-3,2063.8511897,479087.84375,6605454.5,-2041.739746,ROGALAND GP.,Sele Fm.,12.343799591,,1.076585412,0.8938408494,2.3255467415,82.664810181,,,4.1707181931,121.21630096,-0.98874253,12.250000954,,,,-0.006992739,,,,
25/5-3,2064.0031897,479087.84375,6605454.5,-2041.891602,ROGALAND GP.,Sele Fm.,12.343799591,,1.0752048492,0.8881902695,2.3299405575,80.513191223,,,4.0593619347,121.44940186,-1.026109815,12.250000954,,,,-0.006302435,,,,
25/5-3,2064.1551897,479087.84375,6605454.5,-2042.043579,ROGALAND GP.,Sele Fm.,12.343799591,,1.0758081675,0.8870081902,2.322685957,82.14365387,,,4.1555929184,121.34494781,-1.150806904,12.250000954,,,,-0.006603511,,,,
25/5-3,2064.3071897,479087.84375,6605454.5,-2042.195557,ROGALAND GP.,Sele Fm.,12.343799591,,1.0772613287,0.8884110451,2.3202941418,85.311126709,,,4.0395393372,120.99063873,-1.369953871,12.250000954,,,,-0.007204404,,,,
25/5-3,2064.4591897,479087.84375,6605454.5,-2042.347656,ROGALAND GP.,Sele Fm.,12.343799591,,1.1077922583,0.8938985467,2.3173007965,84.625175476,,,4.2108883858,120.88189697,-1.648732901,12.250000954,,,,-0.009399439,,,,
25/5-3,2064.6111897,479087.84375,6605454.5,-2042.499634,ROGALAND GP.,Sele Fm.,12.343799591,,1.1298444271,0.9035755992,2.3251802921,81.009101868,,,4.0745682716,120.9161377,-1.924209118,12.250000954,,,,-0.011494727,,,,
25/5-3,2064.7631897,479087.84375,6605454.5,-2042.651611,ROGALAND GP.,Sele Fm.,12.343799591,,1.1364685297,0.9125570655,2.3280861378,83.425880432,,,4.21017313,120.82637787,-2.126340151,12.250000954,,,,-0.012893326,,,,
25/5-3,2064.9151897,479087.84375,6605454.5,-2042.803589,ROGALAND GP.,Sele Fm.,12.343799591,,1.1207116842,0.9201465845,2.3252203465,85.795814514,,,4.1644716263,120.91251373,-2.202009678,12.250000954,,,,-0.012800702,,,,
25/5-3,2065.0671897,479087.84375,6605454.5,-2042.955566,ROGALAND GP.,Sele Fm.,12.343799591,,1.1223804951,0.9267283082,2.3141214848,88.347160339,,,4.3418021202,121.1547699,-2.135898113,12.250000954,,,,-0.012305432,,,,
25/5-3,2065.2191897,479087.84375,6605454.5,-2043.107666,ROGALAND GP.,Sele Fm.,12.343799591,,1.1384857893,0.9298592806,2.306499958,89.731933594,,,4.5442194939,121.47714996,-1.957770705,12.250000954,,,,-0.007859128,,,,
25/5-3,2065.3711897,479087.84375,6605454.5,-2043.259644,ROGALAND GP.,Sele Fm.,12.343799591,,1.1521891356,0.9286200404,2.3078768253,89.196159363,,,4.4469070435,121.9469986,-1.73374486,12.250000954,,,,-0.00543695,,,,
25/5-3,2065.5231897,479087.84375,6605454.5,-2043.411499,ROGALAND GP.,Sele Fm.,12.343799591,,1.1356018782,0.9251618385,2.3071141243,89.064704895,,,4.2306332588,122.19298553,-1.53880012,12.250000954,,,,-0.003238835,,,,
25/5-3,2065.6751897,479087.84375,6605454.5,-2043.563477,ROGALAND GP.,Sele Fm.,12.343799591,,1.1084884405,0.9204031229,2.3096442223,89.184814453,,,4.1538648605,122.24225616,-1.42739749,12.250000954,,,,-0.002221477,,,,
25/5-3,2065.8271897,479087.84375,6605454.5,-2043.715454,ROGALAND GP.,Sele Fm.,12.343799591,,1.0964781046,0.9128806591,2.3118476868,87.662139893,,,4.1446847916,122.33411407,-1.410159826,12.250000954,,,,-0.003078609,,,,
25/5-3,2065.9791897,479087.84375,6605454.5,-2043.867554,ROGALAND GP.,Sele Fm.,12.343799591,,1.0904535055,0.9036419988,2.3051795959,87.320632935,,,4.2890925407,122.25152588,-1.446926236,12.250000954,,,,-0.011476193,,,,
25/5-3,2066.1311897,479087.84375,6605454.5,-2044.019531,ROGALAND GP.,Sele Fm.,12.343799591,,1.090299964,0.8960149288,2.3149116039,84.94393158,,,4.2019147873,122.11959839,-1.461993575,12.250000954,,,,-0.012963235,,,,
25/5-3,2066.2831897,479087.875,6605454.5,-2044.171509,ROGALAND GP.,Sele Fm.,12.343799591,,1.0812983513,0.8890246153,2.3084244728,85.358955383,,,4.1992001534,122.28730774,-1.386316419,12.250000954,,,,-0.014258286,,,,
25/5-3,2066.4351897,479087.875,6605454.5,-2044.323486,ROGALAND GP.,Sele Fm.,12.396523476,,1.0637156963,0.8835857511,2.3144762516,85.314651489,,,4.0897731781,122.48066711,-1.203465819,12.250000954,,,,-0.014493121,,,,
25/5-3,2066.5871897,479087.875,6605454.5,-2044.475464,ROGALAND GP.,Sele Fm.,12.402708054,,1.0614624023,0.8811842799,2.3063187599,86.275848389,,,4.1800031662,122.61837769,-0.966326654,12.250000954,,,,-0.016330361,,,,
25/5-3,2066.7391897,479087.875,6605454.5,-2044.627441,ROGALAND GP.,Sele Fm.,12.407167435,,1.0728369951,0.881099999,2.3145537376,86.192359924,,,4.2173156738,122.73550415,-0.771214843,12.250000954,,,,-0.012171199,,,,
25/5-3,2066.8911897,479087.875,6605454.5,-2044.779541,ROGALAND GP.,Sele Fm.,12.411627769,,1.073300004,0.8838806152,2.3248717785,84.03012085,,,4.450712204,122.79685974,-0.707672,12.250000954,,,,-0.004712855,,,,
25/5-3,2067.0431897,479087.875,6605454.5,-2044.931396,ROGALAND GP.,Sele Fm.,12.416088104,,1.0659462214,0.8910673261,2.3294067383,84.773170471,,,4.4534487724,122.55662537,-0.807152152,12.250000954,,,,-0.000961827,,,,
25/5-3,2067.1951897,479087.875,6605454.5,-2045.083374,ROGALAND GP.,Sele Fm.,12.420548439,,1.0797002316,0.9006413817,2.3264558315,82.787971497,,,4.5536084175,122.21763611,-1.029215097,12.250000954,,,,0.0003432635,,,,
25/5-3,2067.3471897,479087.875,6605454.5,-2045.235352,ROGALAND GP.,Sele Fm.,12.42500782,,1.1152819395,0.9089888334,2.3267753124,86.132926941,,,4.432431221,121.97581482,-1.290308952,12.250000954,,,,0.0004,,,,
25/5-3,2067.4991897,479087.875,6605454.5,-2045.387329,ROGALAND GP.,Sele Fm.,12.429468155,,1.1406154633,0.9162271023,2.333627224,83.290092468,,,4.4110202789,121.00086975,-1.500805616,12.250000954,,,,0.0032446203,,,,
25/5-3,2067.6511897,479087.875,6605454.5,-2045.539429,ROGALAND GP.,Sele Fm.,12.348572731,,1.1509665251,0.9233054519,2.3393833637,82.416671753,,,4.4138851166,120.37505341,-1.598941565,12.250000954,,,,0.0020777886,,,,
25/5-3,2067.8031897,479087.875,6605454.5,-2045.691406,ROGALAND GP.,Sele Fm.,12.343799591,,1.1486736536,0.9273741841,2.3327283859,78.194473267,,,4.3293972015,120.68425751,-1.573943853,12.250000954,,,,-0.002522038,,,,
25/5-3,2067.9551897,479087.875,6605454.5,-2045.843384,ROGALAND GP.,Sele Fm.,12.343799591,,1.1454925537,0.9271301031,2.333521843,78.701118469,,,4.3278646469,120.96791077,-1.464668155,12.250000954,,,,-0.002987967,,,,
25/5-3,2068.1071897,479087.875,6605454.5,-2045.995361,ROGALAND GP.,Sele Fm.,12.343799591,,1.1395807266,0.922037065,2.3409130573,80.566558838,,,4.2219443321,121.18315125,-1.334635258,12.250000954,,,,-9.3507e-05,,,,
25/5-3,2068.2591897,479087.875,6605454.5,-2046.147339,ROGALAND GP.,Sele Fm.,12.343799591,,1.1244455576,0.9126418829,2.3408396244,84.656257629,,,4.2586193085,121.48008728,-1.241480112,12.250000954,,,,-0.002701477,,,,
25/5-3,2068.4111897,479087.875,6605454.5,-2046.299316,ROGALAND GP.,Sele Fm.,12.343799591,,1.0991818905,0.9037100077,2.3350248337,84.064254761,,,4.3636269569,121.63436127,-1.214907408,12.250000954,,,,-0.006718999,,,,
25/5-3,2068.5631897,479087.875,6605454.5,-2046.451416,ROGALAND GP.,Sele Fm.,12.343799591,,1.0690592527,0.8984540105,2.3312549591,85.684188843,,,4.4617767334,122.07364655,-1.250500679,12.250000954,,,,-0.006628317,,,,
25/5-3,2068.7151897,479087.875,6605454.5,-2046.603271,ROGALAND GP.,Sele Fm.,12.343799591,,1.0450240374,0.8950410485,2.3266432285,84.885551453,,,4.4940843582,122.80929565,-1.314193249,12.250000954,,,,-0.008453901,,,,
25/5-3,2068.8671897,479087.90625,6605454.5,-2046.755249,ROGALAND GP.,Sele Fm.,12.343799591,,1.0436692238,0.8936921358,2.3299930096,87.870651245,,,4.4383611679,123.13650513,-1.35469389,12.250000954,,,,-0.008784642,,,,
25/5-3,2069.0191897,479087.90625,6605454.5,-2046.907227,ROGALAND GP.,Sele Fm.,12.343799591,,1.0621166229,0.8954417109,2.3324179649,84.786972046,,,4.3760251999,122.91425323,-1.327000737,12.250000954,,,,-0.007787081,,,,
25/5-3,2069.1711897,479087.90625,6605454.5,-2047.059204,ROGALAND GP.,Sele Fm.,12.343799591,,1.0932782888,0.9000091553,2.337744236,82.26096344,,,4.320854187,122.3065567,-1.217301726,12.250000954,,,,-0.007424426,,,,
25/5-3,2069.3231897,479087.90625,6605454.5,-2047.211304,ROGALAND GP.,Sele Fm.,12.343799591,,1.1181666851,0.9087385535,2.3350844383,77.996322632,,,4.3164000511,121.77059937,-1.056576371,12.250000954,,,,-0.00904938,,,,
25/5-3,2069.4751897,479087.90625,6605454.5,-2047.363281,ROGALAND GP.,Sele Fm.,12.343799591,,1.1316257715,0.9240336418,2.3391876221,77.396484375,,,4.451936245,121.3379364,-0.911634326,12.250000954,,,,-0.009017186,,,,
25/5-3,2069.6271897,479087.90625,6605454.5,-2047.515259,ROGALAND GP.,Sele Fm.,12.343799591,,1.1350669861,0.9389641881,2.3351392746,78.342247009,,,4.4186282158,120.91572571,-0.852782488,12.250000954,,,,-0.009728281,,,,
25/5-3,2069.7791897,479087.90625,6605454.5,-2047.667236,ROGALAND GP.,Sele Fm.,12.343799591,,1.1348459721,0.9464740753,2.3313407898,79.231956482,,,4.2934174538,120.626297,-0.922323227,12.250000954,,,,-0.00943682,,,,
25/5-3,2069.9311897,479087.90625,6605454.5,-2047.819214,ROGALAND GP.,Sele Fm.,12.343799591,,1.1409586668,0.9474622607,2.3299131393,81.406913757,,,4.1928286552,120.14369202,-1.115072846,12.250000954,,,,-0.007226335,,,,
25/5-3,2070.0831897,479087.90625,6605454.5,-2047.971191,ROGALAND GP.,Sele Fm.,12.343799591,,1.1511764526,0.9423503876,2.3330523968,79.761657715,,,4.1342158318,119.65968323,-1.372205853,12.250000954,,,,-0.003928313,,,,
25/5-3,2070.2351897,479087.90625,6605454.5,-2048.123047,ROGALAND GP.,Sele Fm.,12.343799591,,1.153819561,0.9311830997,2.3314204216,80.406005859,,,4.1676082611,119.98474884,-1.605453491,12.250000954,,,,-0.0036,,,,
25/5-3,2070.3871897,479087.90625,6605454.5,-2048.275146,ROGALAND GP.,Sele Fm.,12.343799591,,1.135335803,0.9173477292,2.3346993923,79.658760071,,,4.1718997955,120.84101105,-1.750032187,12.250000954,,,,-0.002074552,,,,
25/5-3,2070.5391897,479087.90625,6605454.5,-2048.427246,ROGALAND GP.,Sele Fm.,12.343799591,,1.0998140574,0.9033690691,2.3385906219,80.177856445,,,4.252266407,121.56539917,-1.796235323,12.250000954,,,,-0.000557401,,,,
25/5-3,2070.6911897,479087.90625,6605454.5,-2048.579102,ROGALAND GP.,Sele Fm.,12.343799591,,1.0752761364,0.8892221451,2.3395357132,83.765434265,,,4.3488798141,122.33529663,-1.779950738,12.250000954,,,,-0.001114247,,,,
25/5-3,2070.8431897,479087.90625,6605454.5,-2048.731201,ROGALAND GP.,Sele Fm.,12.343799591,,1.0581294298,0.8766748309,2.3347985744,89.133277893,,,4.606112957,123.26755524,-1.751104712,12.250000954,,,,-0.001466738,,,,
25/5-3,2070.9951897,479087.90625,6605454.5,-2048.883057,ROGALAND GP.,Sele Fm.,12.343799591,,1.0442410707,0.865901053,2.3305644989,91.357131958,,,4.7441244125,123.58201599,-1.736384392,12.250000954,,,,-0.00291871,,,,
25/5-3,2071.1471897,479087.90625,6605454.5,-2049.035156,ROGALAND GP.,Sele Fm.,12.343799591,,1.0316445827,0.8568285108,2.322936058,87.140312195,,,4.6714782715,123.512146,-1.722961187,12.250000954,,,,-0.005841756,,,,
25/5-3,2071.2991897,479087.90625,6605454.5,-2049.187012,ROGALAND GP.,Sele Fm.,12.343799591,,1.0334640741,0.8481250405,2.3195300102,83.750549316,,,4.3604688644,123.54312897,-1.672168016,12.250000954,,,,-0.008846544,,,,
25/5-3,2071.4511897,479087.9375,6605454.5,-2049.339111,ROGALAND GP.,Sele Fm.,12.343799591,,1.0403234959,0.8397086263,2.3168241978,83.594978333,,,4.3100132942,123.26448822,-1.557141066,12.250000954,,,,-0.009639964,,,,
25/5-3,2071.6031897,479087.9375,6605454.5,-2049.491211,ROGALAND GP.,Sele Fm.,12.343799591,,1.0523285866,0.8359835744,2.3101909161,81.817703247,,,4.0997128487,122.66172791,-1.386336446,12.250000954,,,,-0.014782331,,,,
25/5-3,2071.7551897,479087.9375,6605454.5,-2049.643066,ROGALAND GP.,Sele Fm.,12.343799591,,1.0542495251,0.8400564194,2.3037075996,80.306396484,,,4.1659097672,122.43867493,-1.202654362,12.250000954,,,,-0.011567858,,,,
